PersonID,Skills
72f78493-7126-471b-829c-d4ab64aeda6b,"['Java', 'Machine Learning', 'R']"
21dbac84-b6fd-428f-8a06-ab1c184c2b61,"['Python', 'Java', 'SQL', 'C++']"
1aeaab29-29f5-4880-b935-ac86cc042e4f,"['C++', 'HTML', 'Machine Learning', 'R', 'SQL']"
0cad16d7-28b0-4f7b-9f5c-82c7605a338a,['Python']
d0080599-6604-4682-94ee-96532befc722,"['C++', 'Python', 'R']"
7ccf85a6-b9e0-4ac7-8a1d-8ef8d8a7eb63,"['Machine Learning', 'Python', 'Java', 'Data Science', 'HTML']"
015a50c7-cf5e-4230-be70-6423c9e099d1,"['CSS', 'C++', 'Python', 'Java', 'Data Science']"
26e9f000-4534-46af-a68f-f68485c5e9ae,"['Data Science', 'Java']"
744a2476-0dcd-4a12-9c8d-b0084e965c72,"['HTML', 'C++', 'Java', 'Python']"
3b75f9f8-abc3-40d8-baea-2dc8319c801f,"['Python', 'R', 'CSS', 'Machine Learning']"
d69dd7e4-c19f-427e-b404-54c9a9f79119,"['CSS', 'Java', 'Data Science']"
80ad4cc5-1098-4ec7-a2ff-7973ba9b7764,"['Data Science', 'Java', 'HTML']"
9f34779e-c939-4c9f-b5e3-06714f89d103,"['Data Science', 'C++', 'Machine Learning', 'Python', 'R']"
22556b4b-9a1d-442c-86a8-0d67ac7dbd8b,"['Python', 'HTML', 'R', 'Data Science', 'C++']"
b167b9f4-0e71-43ab-b444-3f9100c4d68c,"['HTML', 'Java', 'R', 'JavaScript']"
90cbc0cf-e00d-4218-80aa-a007ff8bd2ee,"['Data Science', 'C++', 'Python', 'CSS', 'Java']"
098ef425-9aa0-41e4-a97a-12b736470c23,"['SQL', 'Python', 'R', 'CSS']"
040233ca-9379-4211-8223-84fef00ce228,['SQL']
5b3ebab4-12ec-4378-91d4-f11294084637,"['R', 'C++']"
98838675-2f38-4aa5-a229-44197fa4760f,"['Machine Learning', 'HTML', 'R', 'Python', 'Java']"
81d2368b-feea-441d-8924-0ea00a0d3048,"['Java', 'SQL', 'JavaScript', 'HTML']"
9acd61bc-fb86-42cb-97bc-f3e7cd496b65,['JavaScript']
309d7105-ed38-4c03-b3fe-c0d14b1040d2,['Python']
a7804e8d-3f39-4d4c-b1ff-d53f6595b99f,"['Machine Learning', 'JavaScript', 'CSS', 'C++', 'Python']"
e2c5b4e9-492c-4a77-84ac-e2e267564008,['Python']
46dcfb17-939d-4d67-9b0e-1d6cb7231d9b,"['Machine Learning', 'CSS']"
a990037d-accd-4b0d-8a8e-356685172769,"['Java', 'HTML', 'CSS']"
89ca7c8a-610f-4b9e-be41-e845b782ae91,"['JavaScript', 'C++', 'Python', 'SQL', 'R']"
1756d1e1-20c4-4cef-b5d3-36e901838e04,"['SQL', 'Python', 'Java']"
c06ff19c-c084-4891-85da-7b8997bc7e0e,['C++']
1a96d703-c549-46a5-9512-853f4776b51e,"['Python', 'Data Science', 'Machine Learning', 'C++']"
8edb872f-5bd1-4b7f-a3cc-02665bdbd918,"['Data Science', 'HTML', 'Java', 'C++', 'CSS']"
e67d2868-b411-4078-8d0f-644bfdcf0174,"['HTML', 'R', 'Machine Learning']"
22492fa7-f981-48b3-ab9e-8eedc53b123f,['C++']
32167b68-fa03-4b65-879e-5ae212e349dd,"['Data Science', 'Machine Learning', 'C++', 'R', 'JavaScript']"
d927a7ff-d44f-4290-8bce-78c4f0f810d4,"['JavaScript', 'Java']"
9a254524-4be8-4022-93ed-83763c6f9f2f,"['Java', 'Python', 'CSS', 'JavaScript', 'SQL']"
b121c342-6973-4fbf-a353-b3efb59d4c6e,['HTML']
cd38af9e-fed0-4224-99c5-31879d994d8f,"['Python', 'CSS', 'C++']"
c49c9044-45bf-46af-b8ba-5e395820de54,"['Data Science', 'C++', 'SQL', 'Java', 'R']"
1cdfec30-f073-411e-9689-da73c03155a8,"['Data Science', 'C++', 'HTML', 'SQL', 'Python']"
a71c71a6-0b90-44e2-b08c-a7bccc22ca70,"['HTML', 'JavaScript']"
15d94a0c-34f4-40f4-9553-cd28aaa917c9,['JavaScript']
6ce243f0-0579-4ebe-8242-a43f3f47f491,"['CSS', 'R']"
7a42f6c5-7ad9-469b-935a-43d21fb35200,"['C++', 'Python']"
b7b1f1c4-ed61-4cb5-b10f-096583f8235d,['HTML']
f17e1e07-ec68-4ad1-bb0c-ffcd3337be63,"['R', 'Data Science', 'Python', 'C++']"
2f31be32-0080-4063-826b-e99f230222c7,"['CSS', 'HTML', 'SQL', 'Data Science']"
a2a17274-f90f-4682-bb59-8a3f1d73a29b,"['R', 'SQL', 'Python', 'Data Science']"
22106acd-a1de-45aa-b9bc-e7c943f511d6,"['JavaScript', 'Data Science', 'Machine Learning', 'R']"
6b2a3ede-1d0e-4268-b59b-e7648f7239ee,"['HTML', 'R', 'Machine Learning', 'Python', 'SQL']"
f6658cab-3769-4acd-91f1-7a8612a779c1,"['Data Science', 'SQL']"
bd68fe64-0ebc-4637-8b14-4eb9cd9c54c8,"['JavaScript', 'SQL', 'Data Science', 'Machine Learning']"
4729b863-add0-4390-b106-2b9580fd9e72,"['Java', 'C++', 'Machine Learning']"
65155e22-38f5-4933-9ba2-b569f4f42fb8,"['Data Science', 'JavaScript', 'Machine Learning', 'Python', 'SQL']"
2c06e182-7b02-492f-9ad0-3408ced01428,"['HTML', 'CSS', 'Data Science']"
4fec3e0c-aed7-43c8-a713-f97a8227430b,"['JavaScript', 'Python']"
47ee7ed0-7cec-44c6-bc7f-6128d8c44bdc,"['Machine Learning', 'JavaScript', 'SQL', 'R']"
d5f3e2fd-361a-4759-b2bf-b4a20aa4e9d2,"['Java', 'Machine Learning', 'CSS']"
d0493036-bf8d-4f8e-9e0f-16d25e83fda9,['CSS']
c14e42eb-616d-4dc9-9ba0-8b141d6ff8bc,"['C++', 'Java', 'Machine Learning', 'Data Science', 'SQL']"
9f50dc47-e11f-44ea-88ef-0665ff63bf38,"['JavaScript', 'SQL', 'Machine Learning']"
c9db7a80-84a4-4855-87d0-9e9fff346e0b,"['JavaScript', 'R', 'Python']"
367d2404-47fb-4d73-968c-233c74ed737a,['CSS']
3f8d431b-b947-4ce2-a121-8807ba6d8860,"['C++', 'CSS']"
64f6356e-3b19-4b13-be73-fec2c18fbfd2,['Data Science']
c4bcff54-8b76-4831-ad2b-3cc9b9351b89,['JavaScript']
f46ffa24-27ab-4111-9c09-3215c77c93cf,"['SQL', 'JavaScript']"
fb0b6234-21b9-40e6-96ad-927399373fc2,"['JavaScript', 'Data Science', 'Machine Learning']"
28fba94a-2afc-4c4c-971e-2f145de1fecf,"['R', 'Data Science']"
a1d48ead-e98d-4083-bb18-0c568bdb96ec,"['C++', 'Java', 'Python']"
30c03312-e024-4391-b5f4-2d8e9cb5ff9d,"['Machine Learning', 'R']"
5cf30a19-81af-43bd-89d5-2fd0a0c174c5,"['Data Science', 'C++', 'CSS', 'Python']"
b40a313c-f43f-4951-8948-34fcf06dd06a,"['HTML', 'SQL', 'C++', 'JavaScript']"
b790f88d-e8ce-4a4d-ac4f-96da325c075b,"['Java', 'JavaScript', 'CSS']"
34af6322-9181-4322-86d3-7b917fe88c80,"['SQL', 'HTML', 'Data Science', 'R', 'Python']"
3f316472-f995-4ac9-b55a-1d767e27380d,['HTML']
7ee1107d-16ef-45a1-8efa-e0825a881455,"['CSS', 'Machine Learning', 'Python']"
f22d80b3-9bae-41c3-97e5-a3b33315b992,"['HTML', 'JavaScript', 'SQL', 'CSS', 'Data Science']"
09810ef4-da40-49b8-a9c5-c1a7b55e95d3,"['JavaScript', 'Data Science']"
e3b5ef54-3ff9-4b70-9177-d239d3959013,"['Python', 'SQL', 'Data Science', 'CSS', 'R']"
3494172b-a099-4caf-a569-12028870fc56,"['Machine Learning', 'HTML', 'JavaScript', 'R']"
4efcac03-5717-41c4-826d-f9b31facf601,"['Machine Learning', 'Python', 'R', 'JavaScript']"
c744174c-275a-4e50-90b3-4a18c9d0c8f1,['JavaScript']
c16bbdf1-fc4a-4bc4-82d6-79f1098c5183,['Python']
394b5462-d716-48bd-8c00-8617b85438b3,"['C++', 'Java', 'Machine Learning']"
e7aa0377-b138-4d0b-9075-d753c6e309df,"['JavaScript', 'Java', 'Data Science']"
76966db9-123f-4bac-a1b6-fe2b3147833d,"['HTML', 'Java']"
eca9da70-21a3-4726-9843-e391fbc03ada,"['SQL', 'R', 'JavaScript']"
96369683-b05c-482f-8abc-7e69d1a9b0bc,['Java']
f028b8a8-6e53-4265-9094-c71fa7f6a056,"['JavaScript', 'Data Science', 'CSS', 'Python', 'R']"
1a15f3db-8d40-404f-81bd-40724ce3ec31,"['Data Science', 'C++']"
7a5235b9-8fcb-4d9e-baa9-d2ecd4ebe30e,"['Machine Learning', 'Data Science']"
72e250f0-e4be-4e04-bcb1-5f4719cd9f45,"['Python', 'Data Science', 'R', 'Machine Learning']"
bb3c9181-e4dd-47a7-9567-1ab13f6054c7,['SQL']
1f760598-9664-45a6-ba75-e8d072ce9376,"['R', 'Data Science']"
762e9b11-6cfc-48cf-b216-ab20ac41b3c9,"['HTML', 'CSS', 'SQL', 'C++']"
b3e5d909-035f-49ac-ab38-38bfdec49ab5,['Python']
7d3bfa3c-27f5-44f6-9777-4a3675dfacee,['HTML']
9786264c-0d5e-4ec8-a2c0-f2c4fb1034b6,"['SQL', 'Data Science', 'HTML', 'Python']"
4438e5b8-73ad-4735-9fa8-e3dc0b634fd5,['SQL']
d7906c5b-5d84-4c9a-b6fd-d93a7950dc8a,"['JavaScript', 'CSS', 'SQL', 'Machine Learning']"
cf4271ec-2fd6-46d0-ad31-598f1c71c6bd,['C++']
4178d0f2-c619-4319-8bfa-78f0918cc972,['Data Science']
e9b484a5-254a-49ea-aeaf-b165d9cd778d,"['Python', 'HTML', 'Data Science', 'SQL']"
384dc75c-0871-4724-8960-d978e8fd59c8,['Java']
d46b62dd-1656-4e2b-860b-b4648655bc59,"['JavaScript', 'Python', 'Java', 'HTML', 'Machine Learning']"
9f3bd08f-31d1-4fda-a4bc-0ddb041bb8d0,"['R', 'Python', 'CSS', 'Data Science']"
209dd361-3582-474f-b369-22527a358082,"['SQL', 'Machine Learning', 'HTML']"
cd8d6f32-ea60-4739-84fe-7f5bf55fad96,"['SQL', 'Machine Learning', 'HTML', 'C++']"
a5c05f7f-25ea-4e9c-b508-aa7ad8ef0ad8,"['Java', 'R']"
5d574181-93ab-479f-816a-225a14cf2a8d,"['HTML', 'Machine Learning']"
68509ac9-8f64-4f02-a8d9-d5a8a63b2987,"['R', 'Java', 'HTML', 'Python', 'C++']"
a3e97393-7f95-4854-bd67-a4e19a3cd106,"['R', 'C++', 'HTML', 'Data Science', 'Java']"
4d69075c-37e1-4bfb-8fbc-46305ab7daf2,"['R', 'Java']"
025f1a04-7eda-4cbf-831d-aed1e940de73,"['SQL', 'CSS', 'Java', 'R', 'HTML']"
9122fbce-9ad6-48b4-89e1-eae081d47b00,"['Java', 'JavaScript', 'HTML']"
1bbb3088-7a7a-419a-89f5-0604ac618044,"['R', 'Python', 'Java']"
bb566339-24a7-41d5-8481-193a5d70a4fe,"['Machine Learning', 'C++', 'Java', 'Python', 'JavaScript']"
d9f1f832-9adb-40e5-8a36-889b6278c638,"['CSS', 'Java', 'Python', 'HTML']"
718e82be-2db8-4dfc-a259-e3aee8d02146,"['HTML', 'Java', 'Python', 'C++', 'SQL']"
ab0bde7e-525c-4c62-96b9-d26d9bbcb99f,"['Python', 'Machine Learning', 'SQL']"
f690a8a4-03a6-4c0f-8130-cbcb7bd3d2a1,"['HTML', 'Python', 'JavaScript', 'Machine Learning']"
15d2aa31-a466-4031-8141-71d95bfd0588,"['SQL', 'Data Science', 'HTML', 'R']"
0b6d0717-8ced-4fe8-a527-519bd20bd550,['HTML']
ec76c61f-d4d5-4a2e-9b98-169572af8fc0,['C++']
b7d75413-490f-46a7-b1a9-b3fed352f828,"['JavaScript', 'C++', 'R']"
76f9109d-2bf0-4263-b60f-d152580ea85c,"['Python', 'Java', 'JavaScript']"
2e26dc6e-4304-4a1a-a0c9-c45ad871b898,"['Python', 'Data Science', 'HTML']"
39ffd6c0-1221-40f1-a3e9-ac50c3770931,"['SQL', 'Machine Learning', 'Data Science', 'R']"
4b4d830d-6058-4d73-8d58-965e496ac34a,"['CSS', 'SQL', 'Data Science', 'R', 'C++']"
d62aabbe-a173-4a7d-9c9e-32482a40e714,['R']
fd3f3ccf-05d3-42c0-b781-c074304885ce,"['Data Science', 'SQL']"
320ac0d9-397a-4531-b82c-c7e6496c939e,"['Machine Learning', 'CSS', 'SQL', 'HTML']"
7bed3fdc-1fe9-4377-9d19-f2c00c26407a,"['Data Science', 'HTML', 'R', 'JavaScript']"
49d51771-6f5c-491c-bf89-b748ebdd5a92,"['Python', 'R']"
832e835d-00e3-404c-846c-0360ed5d0329,"['JavaScript', 'Python', 'C++', 'Java', 'SQL']"
591efa70-5f91-41e8-82a4-812145e83d44,"['SQL', 'C++', 'Data Science', 'CSS', 'Java']"
9546839f-65bb-4166-9789-1aa11c96dd0e,"['Machine Learning', 'HTML', 'Python', 'SQL']"
10f0f122-1a90-41d5-9848-c860fc2c928a,['Data Science']
9bd3a9cc-557b-4d1d-a5fb-1e5b82305da8,"['C++', 'JavaScript', 'R']"
afc6e0e1-5533-4923-bd93-4c3ff8a78a18,"['HTML', 'JavaScript']"
2211fbc4-4a7a-445b-9289-c3871d7489bc,['Java']
6c657818-0006-49b5-aa30-9a1f0c7b6159,['HTML']
ea36ebdb-fc95-49e6-bc2e-4118d949b54e,"['CSS', 'Data Science', 'Machine Learning', 'SQL', 'JavaScript']"
d8e8978e-6ea9-4ec8-84b6-8afa039b5bd0,"['Machine Learning', 'Data Science', 'C++']"
87bc2cc0-8e51-472a-b3c0-43fd1e3160c7,"['R', 'C++']"
a6e3b383-34b1-4115-a222-364d1e73ddac,"['Data Science', 'SQL', 'Machine Learning', 'R', 'CSS']"
239208ba-4fef-48b7-8c9d-64d63261c332,"['HTML', 'SQL', 'CSS', 'Python', 'R']"
ddb1eac6-7557-404d-bc5c-edf4a832167e,"['SQL', 'Java']"
581f041d-a82b-4e2c-9769-5d1bbbb76a87,['SQL']
23570c83-77f4-42ba-93b1-7c1d52469f11,"['Data Science', 'Python', 'JavaScript']"
0dac67b8-cb0a-49aa-a3dc-00d0863744b6,"['CSS', 'Java', 'C++']"
aa383e19-e337-4712-a3ab-779ea52a8fa0,"['Machine Learning', 'Data Science', 'Java', 'SQL', 'JavaScript']"
99ec4205-15ac-4d2f-836f-be9da8b1cee2,"['CSS', 'Data Science', 'Java', 'HTML', 'Python']"
72f7276f-5bf7-4e10-bee8-a8deb05c784a,"['HTML', 'C++', 'Java', 'JavaScript', 'Machine Learning']"
f5033a74-3b1e-48fd-afbc-4a103bb7af9f,"['SQL', 'C++', 'JavaScript', 'Data Science']"
ce8e7b13-5209-4ecd-84cd-3975d3b3241d,['JavaScript']
ba744abb-7723-467e-a3d4-2a79d0271929,"['HTML', 'JavaScript', 'Data Science']"
79e541c4-0fbe-4364-ab44-55d6c32cb9c9,"['Data Science', 'HTML', 'Python', 'Machine Learning']"
30fb26ac-1210-4825-9749-a80cc9b2ac9f,"['Machine Learning', 'HTML', 'Data Science']"
e60f47e0-d15c-4295-8c68-0174a0de6906,"['JavaScript', 'SQL', 'R', 'C++']"
5fe07b9b-54c3-453e-aab0-8bee402fab34,"['Java', 'CSS', 'HTML', 'JavaScript']"
b7303378-c1ce-42a0-a133-3dca67a72a5c,"['Data Science', 'Machine Learning', 'Java']"
174214aa-9295-4656-a582-7377be1d7d6f,"['Data Science', 'C++', 'Python', 'Machine Learning', 'HTML']"
950f3130-9406-4c95-b6e1-2a832e4f8d6b,['SQL']
ec40db92-8b3c-4a36-aeb4-5e09f9de3cf7,"['JavaScript', 'SQL', 'R', 'Machine Learning', 'Python']"
bf1bf948-a0fd-41c7-9003-e39f3ade5869,"['Machine Learning', 'SQL', 'Java', 'Python', 'CSS']"
f310d287-351e-4233-9aae-bbbf33960668,['Data Science']
36d4496b-4b17-4677-843a-fc40e9310fbd,"['HTML', 'JavaScript', 'Java']"
a15e86c7-a544-44e7-bac0-ccda8a759865,"['C++', 'HTML']"
97972d9f-280e-4472-84b1-6ee2d6cfd473,"['Data Science', 'Python', 'SQL', 'JavaScript', 'Java']"
2eb0170c-d369-44ea-90a3-fd87f7028fe2,"['Data Science', 'SQL', 'Python', 'R', 'CSS']"
e2f71a72-ba44-4dbb-b48c-ccccc01d2724,"['JavaScript', 'Machine Learning', 'CSS']"
44c9efe3-f5d2-41ef-b0c3-3d5c207e1f15,"['Data Science', 'SQL', 'CSS', 'HTML']"
b7167ac6-4f35-4e02-a2dc-2577ee7c4445,"['Python', 'R', 'Java', 'JavaScript', 'HTML']"
b1ac638b-ac62-46a0-9a75-c4dd271948ad,"['Machine Learning', 'Java']"
aa699961-daa1-4a32-bf16-5a8b53bf9cd3,"['R', 'Python']"
a7dadc17-b780-4a04-b146-630b06b5b9f9,"['JavaScript', 'Data Science', 'CSS']"
d5e95fa3-e8c6-408e-aeed-4bd5f975597a,"['Data Science', 'HTML', 'CSS']"
77d18586-7f96-428c-bb40-53af6d0f5b6e,"['Java', 'CSS']"
f2ad25d6-0a9e-4f72-b731-45dfcfd4c279,['HTML']
1ab022e1-96a8-4864-ba71-8951097e508e,"['SQL', 'R', 'Java', 'CSS']"
6df3ae58-150b-4a91-810d-a009660bc5f5,"['Data Science', 'SQL']"
c30a1ebf-c470-4e6c-bbcf-5983e64905cd,"['Machine Learning', 'C++', 'Python', 'JavaScript', 'HTML']"
9f9389e0-c75f-427a-bb50-5c57d0d3f0e3,"['SQL', 'HTML', 'Java']"
e2dba298-2bea-465f-bc47-001a5a031b9e,"['HTML', 'C++', 'Java', 'R', 'Python']"
76e39bb6-7f33-4d57-a9da-29165c998224,"['HTML', 'CSS', 'Machine Learning', 'Data Science', 'Java']"
4adea3da-36e6-43ff-abcb-6e24ac81cdcb,"['SQL', 'Java', 'Python', 'C++', 'Machine Learning']"
9109af3c-160e-48d9-a57f-55420aa6a5b8,['SQL']
0eb7bb62-0bb0-4c01-bcf2-17e16168a575,"['Python', 'Java', 'CSS', 'HTML']"
1ed87780-da34-47b8-a899-b8e38cae3b3f,['Python']
77042032-2afe-472d-83bc-77480ce1f45d,"['JavaScript', 'Java', 'HTML', 'R']"
f1896821-d95b-478c-a62d-5e87ffa44186,['Java']
502e6a47-a09c-4e78-b178-7dd3293b7dbd,['Data Science']
0c8aa038-68ef-41cd-9c73-01bdcd8efca2,"['Python', 'JavaScript']"
ec08b3d3-ceeb-47ae-916b-4d2ace858332,"['JavaScript', 'C++', 'SQL']"
8aa970ea-5257-4fdd-8aca-f0721465df7a,"['SQL', 'C++', 'Python', 'JavaScript']"
24652a58-4f74-43f0-aa4b-8059b78db786,"['Data Science', 'SQL', 'R']"
d49c51df-3055-4678-9d6b-632600f671c6,['JavaScript']
864a3ed6-2c7c-4c3d-91e6-bdd2339b0bbe,"['Data Science', 'SQL', 'JavaScript', 'Machine Learning', 'C++']"
784e60bb-1b4b-44d9-9b93-7fd82b60b7d8,"['HTML', 'Java', 'JavaScript']"
866b7212-ca44-4340-814a-105c0741ab00,"['CSS', 'SQL']"
4a9c9efd-9de6-4860-acee-7a2d01c107f6,['HTML']
e5cb1e8d-ff94-4db0-ba3b-cbde2219013e,"['HTML', 'JavaScript']"
fc4502fa-590d-4230-b0af-6cc992084620,"['JavaScript', 'Machine Learning']"
fde148ef-e4a1-4388-b187-3e6583fcc2d4,"['C++', 'Data Science', 'SQL']"
58f1e7ab-62d6-4bff-9fda-259b9160022d,"['CSS', 'R']"
6ded456f-6209-4c82-b801-1ac279bb98e8,['SQL']
e6ee421a-68ad-4725-aa4e-c1c01475a699,"['SQL', 'R', 'Machine Learning', 'JavaScript', 'CSS']"
20ec9a3b-5d6c-4cf6-b7b3-9d7d7af26048,"['R', 'CSS', 'Machine Learning']"
263059d9-f9a2-4ade-81f4-ea0e89328854,"['HTML', 'Java']"
22eece7f-f36e-4c32-a1bc-d4b5503bb3fc,"['Java', 'JavaScript', 'C++', 'Python', 'SQL']"
238f116f-81a1-4d40-ac47-ad954ddb1d1b,['JavaScript']
e7ccc197-2870-4c65-b164-ebf0fa29f38a,"['R', 'JavaScript', 'CSS']"
7b4031e1-3cce-454e-807b-2f979fd834db,"['JavaScript', 'Java', 'SQL']"
b89348a7-c5ee-4b9a-8e4c-d5511e8b535b,['R']
0ab2cfb7-c60d-4218-8da3-c596bd64f061,['Data Science']
02cce9a5-679a-4b37-928e-f696496dc209,"['C++', 'R', 'Data Science', 'JavaScript', 'SQL']"
824a09d3-a9b8-4600-b5bd-fa67b99bb9ab,['Python']
12c30889-a3d8-4c3e-ba0e-44804a4513b9,"['Java', 'R', 'Python', 'SQL', 'Machine Learning']"
fb73868f-8970-4486-b314-399ce9d10805,"['HTML', 'Java']"
b9d3acb5-6c3f-4481-aa91-920f769cf99d,['Data Science']
fb31705c-7092-42f9-b4b8-5823707243ba,"['SQL', 'HTML', 'Machine Learning', 'C++', 'Python']"
a0399b98-cb71-47a9-ae33-263035dea84d,"['C++', 'JavaScript']"
c9a70c5c-2b5f-4d67-95bb-20ea115855a2,"['C++', 'HTML', 'Java', 'Data Science', 'SQL']"
86215b28-a02a-4bb8-a1e3-f9ba7715108a,"['SQL', 'CSS', 'R', 'Python']"
d998649c-007c-499e-a640-05eab1c93fe8,"['R', 'CSS', 'Machine Learning', 'Data Science', 'C++']"
b38581f2-b6e2-4759-a9b3-3d3f0c70bb40,"['Machine Learning', 'CSS', 'SQL']"
489fa4ab-4aed-48cd-b58b-9afdbd76cc25,"['Data Science', 'R', 'HTML', 'CSS']"
5c79c060-7e80-4ad2-b449-9ece87295e81,"['C++', 'R', 'JavaScript', 'CSS', 'HTML']"
12495cc3-011c-49d2-8f4a-b468a2b670da,"['Java', 'SQL']"
143858de-c4e1-4e64-9759-36067e66ff00,"['C++', 'Data Science', 'JavaScript', 'R']"
15dff769-63f7-41bf-8d4e-4f2f482a399d,"['HTML', 'Data Science', 'CSS']"
ea162ada-20c6-4c9f-bff6-08f39a1b7524,['CSS']
bf7d724a-f425-4ba2-a48a-e152837422a5,"['Data Science', 'Java']"
e3450759-c62f-4cce-ba6b-ffe23f7870cb,"['Machine Learning', 'CSS', 'R', 'Data Science']"
9cd50385-104f-45af-b6d2-8ad9b9fa82ad,"['R', 'C++', 'Python', 'Machine Learning', 'Data Science']"
b68d0370-c253-4e7e-8002-c2dc953dc9c8,"['JavaScript', 'Python', 'Data Science', 'HTML', 'Machine Learning']"
b37a7410-4da8-4460-a9f4-cdf09528edd4,"['JavaScript', 'C++']"
fb1a204a-6d8c-4052-b7c3-85c8e2fde557,"['Java', 'Data Science', 'Machine Learning', 'C++', 'HTML']"
d8ee8256-5e31-48e9-b4c2-5db5c32d8db9,"['Data Science', 'HTML', 'Python']"
fd03ace8-887e-415c-935d-03d16384370c,"['Machine Learning', 'CSS', 'JavaScript']"
88ae68f5-0505-4661-800f-9bf77b6d5b73,"['Data Science', 'JavaScript', 'CSS']"
2297ccec-75c3-4f53-a7a6-b01ce3f46c54,"['JavaScript', 'Python']"
3a97a5a1-af24-42a3-9a6b-2389e6f65288,"['Java', 'HTML', 'SQL', 'R', 'Machine Learning']"
9324d36b-c7d2-4512-9699-0844f74174d0,"['HTML', 'Python']"
98f10d7b-f3c0-4b10-a275-823f70be5cf5,"['Java', 'Machine Learning', 'Python', 'JavaScript', 'CSS']"
b4605b66-67f5-4054-8352-e7d7f4218d27,"['C++', 'R', 'SQL']"
7ec4fcd8-86e7-4a6e-92d6-073b3e330d97,"['Data Science', 'CSS']"
3ed76ee4-f7e3-42d5-8fac-ec3015b358dd,"['Machine Learning', 'Python', 'Data Science', 'CSS', 'C++']"
93a83307-c604-4faf-a9e3-a9f82c6b98f1,"['SQL', 'Data Science', 'R']"
59ccb162-1dd6-46eb-bbad-30e59cf9130d,"['Python', 'R', 'HTML', 'JavaScript']"
7a918d02-c2f6-4e94-8a0d-8ba37e7ca6de,['Machine Learning']
b9d478e0-c6c0-4dc9-9a70-aed8368b3057,"['Data Science', 'JavaScript']"
df5b54a2-d907-4d96-a81c-1925f41ce7f6,['Data Science']
d47666aa-0052-467e-a6cc-abb1c0c22bd7,"['R', 'HTML', 'C++', 'Data Science', 'SQL']"
